ReferenceNumber,Make,PropulsionTypeId,BodyTypeId,GovRegion,KeeperTitleId,EngineSize,YearRegistered,Mass,CO2,CO,NOX,part,hc,Random number
3592,VOLKSWAGEN,1,13,South West,2,1197,2016,1107,107,0.157,0.039,,0.022,0.852342235
3196,VOLKSWAGEN,2,14,London,5,1598,2016,1339,104,0.094,0.037,,,0.723725673
684,VOLKSWAGEN,1,13,North West,2,1781,2002,1324,190,0.667,0.03,,0.054,0.883623131
1708,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.558922738
1180,TOYOTA,2,6,South West,1,1995,2002,0,190,0.08,,,,0.318236152
3207,FORD,2,14,North West,5,1997,2016,1773,135,0.217,0.078,,,0.971982988
1891,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.639608655
106,VAUXHALL,1,13,South West,1,1796,2002,1680,190,0.627,0.008,,0.035,0.360349934
261,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.765035918
1783,VAUXHALL,1,96,North West,1,1398,2016,1361,140,0.695,0.028,,0.05,0.972100943
2906,FORD,1,96,North West,5,1388,2016,1328,139,0.472,0.049,,0.051,0.918311915
1334,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.291938645
275,TOYOTA,1,14,London,2,1598,2002,1325,190,0.45,0.02,,0.05,0.663706349
1605,TOYOTA,8,6,South West,5,2494,2016,1745,115,0.262,0.007,,0.041,0.127559548
742,VOLKSWAGEN,1,14,London,2,1390,2002,1216,180,0.096,0.064,,0.092,0.777358489
3363,VOLKSWAGEN,2,14,South West,5,1968,2016,1429,127,0.067,0.07,,,0.992214026
1404,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.02581108
870,FORD,1,14,South West,1,1999,2002,1396,192,0.427,0.078,,0.109,0.942227388
531,FORD,1,6,South West,2,1596,2002,1180,165,0.518,0.059,,0.115,0.713786451
301,TOYOTA,1,14,London,1,1398,2002,1285,159,0.47,0.02,,0.07,0.845940754
815,VOLKSWAGEN,1,14,London,2,1198,2002,1120,142,0.474,0.015,,0.032,0.178201081
3328,VOLKSWAGEN,2,14,South West,5,1968,2016,1395,114,0.133,0.067,,,0.878552674
2633,FORD,1,14,London,1,1498,2016,1421,140,0.506,0.027,0.004,0.069,0.548536784
229,FORD,2,14,South West,1,1399,2002,1166,120,0.154,0.423,0.036,,0.968814175
2638,FORD,1,96,London,5,999,2016,1449,117,0.473,0.035,0.003,0.056,0.30041064
1591,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.550483222
3131,VAUXHALL,1,13,North West,2,1398,2016,1141,120,0.463,0.01,,0.031,0.973591118
3109,BMW,2,5,North West,1,2993,2016,1885,152,0.183,0.042,,,0.516268166
1876,VAUXHALL,1,96,South West,5,1364,2016,1613,168,0.435,0.014,,0.033,0.688385443
2030,FORD,1,14,South West,5,998,2016,1168,114,0.206,0.034,,0.05,0.18628468
2126,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,106,0.137,0.067,,,0.965493666
3820,VOLKSWAGEN,1,14,South West,2,999,2016,1055,106,0.407,0.016,,0.034,0.7069086
3503,FORD,1,14,South West,5,999,2016,1329,105,0.436,0.03,0.001,0.065,0.719761595
496,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.567712824
2118,BMW,2,14,South West,5,1995,2016,1425,109,0.248,0.028,,,0.480518175
476,FORD,1,14,North West,1,1242,2002,1017,161,0.296,0.061,,0.054,0.945062293
232,FORD,1,96,London,2,2295,2002,1736,264,0.341,0.084,,0.106,0.236834834
3354,FORD,2,14,North West,5,1499,2016,1399,98,0.354,0.074,,,0.409580329
2824,FORD,1,14,North West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.049785641
1630,FORD,2,96,South West,5,1997,2016,1757,139,0.195,0.038,,,0.259419986
414,VAUXHALL,2,96,South West,1,1995,2002,2075,175,0.434,0.428,0.034,,0.476527679
1249,VOLKSWAGEN,1,13,London,1,1198,2002,1103,142,0.68,0.042,,0.03,0.843793948
2768,FORD,1,14,North West,2,998,2016,1364,125,0.428,0.037,0.001,0.053,0.958471188
622,TOYOTA,1,6,London,2,1998,2002,1405,211,0.61,0.04,,0.07,0.116289138
3596,FORD,2,96,North West,5,1997,2016,1828,129,0.239,0.048,,,0.352840665
2031,VAUXHALL,2,14,South West,5,1598,2016,1613,99,0.056,0.054,,,0.285807979
57,BMW,1,6,London,1,2171,2002,1700,242,0.832,0.005,,0.091,0.778122327
2344,FORD,1,14,London,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.171881528
1159,FORD,1,14,South West,2,1596,2002,1167,165,0.518,0.059,,0.115,0.864076797
3781,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.998325929
2114,VAUXHALL,1,13,South West,1,1398,2016,1141,118,0.463,0.01,,0.031,0.596326554
631,VAUXHALL,1,4,North West,1,1796,2002,1745,192,0.627,0.008,,0.035,0.942133295
637,VOLKSWAGEN,1,14,North West,1,1198,2002,1127,142,0.68,0.042,,0.03,0.864522937
1745,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.507019388
978,FORD,2,14,South West,1,1753,2002,1280,145,0.109,0.489,0.044,0.018,0.691354257
1446,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.484655545
429,VOLKSWAGEN,2,1,South West,1,1896,2002,0,140,0.081,,,,0.084783488
1034,FORD,1,14,South West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.86140959
1750,VAUXHALL,2,14,North West,5,1598,2016,1504,124,0.14,0.035,,,0.522062719
914,BMW,2,2,South West,1,2497,2002,1670,179,0.265,0.445,0.047,,0.578495158
2383,VOLKSWAGEN,1,6,London,1,1395,2016,1353,123,0.248,0.035,,0.066,0.388883651
1984,BMW,2,14,London,5,1496,2016,1395,94,0.172,0.028,,,0.570597234
3389,VOLKSWAGEN,1,14,South West,2,999,2016,1055,108,0.535,0.012,,0.039,0.624852885
1491,FORD,2,14,South West,5,1997,2016,1788,134,0.351,0.065,0.002,,0.526979925
2841,FORD,1,13,North West,1,998,2016,1176,99,0.355,0.041,0.001,0.067,0.78953439
3676,BMW,8,2,South West,5,1998,2016,1735,49,0.082,0.006,,0.017,0.59371647
3798,VOLKSWAGEN,2,6,South West,5,1968,2016,1541,119,0.079,0.062,,,0.561882242
1569,VAUXHALL,2,14,South West,5,1956,2016,1664,147,0.078,0.062,,,0.016489148
3060,FORD,1,13,North West,1,1596,2016,1211,138,0.3,0.01,0.001,0.052,0.412991501
392,VOLKSWAGEN,1,14,South West,2,1198,2002,1132,142,0.68,0.042,,0.03,0.886408735
798,VOLKSWAGEN,1,14,London,1,1598,2002,1276,166,0.504,0.047,,0.083,0.047218805
529,FORD,1,14,London,1,1596,2002,1189,192,0.518,0.059,,0.115,0.533416607
2083,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.617542617
3577,BMW,2,6,South West,1,2993,2016,2145,158,0.186,0.057,,,0.566947869
479,FORD,1,14,London,1,1596,2002,1167,165,0.518,0.059,,0.115,0.529162424
253,FORD,1,14,London,2,1596,2002,1167,165,0.518,0.059,,0.115,0.942321836
2748,TOYOTA,8,6,London,1,1798,2016,1520,92,0.182,0.005,,0.036,0.708278628
3805,FORD,2,14,South West,5,1499,2016,1553,94,0.407,0.07,,,0.642830293
443,FORD,1,13,London,2,1242,2002,989,161,0.296,0.061,,0.054,0.961041672
1690,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.779751105
2225,BMW,2,5,South West,5,1995,2016,1615,114,0.128,0.023,,,0.919345083
3481,VOLKSWAGEN,2,2,South West,5,1968,2016,1475,109,0.137,0.067,,,0.59694768
1346,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.010748846
1355,VAUXHALL,1,14,North West,2,1398,2016,1199,137,0.645,0.008,,0.044,0.052363013
1896,FORD,1,14,London,2,998,2016,1335,125,0.428,0.037,0.001,0.053,0.140458867
639,VOLKSWAGEN,1,14,North West,1,1390,2002,1171,156,0.165,0.047,,0.075,0.852749851
1751,VAUXHALL,1,96,North West,1,1398,2016,1361,140,0.695,0.028,,0.05,0.15161222
2874,BMW,2,2,North West,5,1995,2016,1505,104,0.148,0.03,,,0.783966116
1872,VAUXHALL,2,6,South West,5,1598,2016,1393,92,0.268,0.047,,,0.255537905
2277,BMW,8,2,South West,5,1998,2016,1735,45,0.082,0.006,,0.017,0.459203413
216,FORD,1,14,North West,1,1388,2002,1097,158,0.644,0.048,,0.064,0.834736616
2937,FORD,1,6,North West,2,1498,2016,1446,140,0.506,0.027,0.004,0.069,0.251677761
3312,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.088472164
2925,VOLKSWAGEN,1,14,South West,5,1984,2016,1505,159,0.609,0.047,,0.06,0.222591514
3343,VOLKSWAGEN,2,96,London,5,1968,2016,1554,136,0.136,0.036,,,0.867560877
1647,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.854679924
2379,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.428739396
3418,VOLKSWAGEN,2,14,North West,5,1598,2016,1339,102,0.094,0.037,,,0.736907566
2281,VOLKSWAGEN,1,13,North West,2,1984,2016,1402,147,0.362,0.029,,0.053,0.322353535
1747,VOLKSWAGEN,1,14,North West,2,999,2016,1055,106,0.407,0.016,,0.034,0.225269833
2284,BMW,2,14,North West,2,1496,2016,1395,94,0.172,0.028,,,0.57790929
325,FORD,1,14,London,1,1388,2002,1163,158,0.662,0.052,,0.137,0.585464754
39,VOLKSWAGEN,1,13,London,1,1390,2002,1003,149,0.294,0.03,,0.067,0.017253443
1041,VOLKSWAGEN,1,14,South West,1,2324,2002,1423,211,0.461,0.048,,0.058,0.51411231
2479,VAUXHALL,1,14,South West,5,1398,2016,1163,120,0.463,0.01,,0.031,0.560575137
1828,FORD,2,14,South West,5,1997,2016,1524,110,0.243,0.067,,,0.496266634
2115,VOLKSWAGEN,2,14,South West,5,1598,2016,1280,89,0.116,0.054,,,0.488452384
3132,FORD,2,96,London,5,1499,2016,1461,105,0.419,0.043,,,0.046151277
2473,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.300034421
800,VAUXHALL,1,14,North West,2,1598,2002,1660,197,0.357,0.029,,0.044,0.61307714
1723,FORD,2,96,South West,5,1997,2016,1828,129,0.239,0.048,,,0.594102438
1627,VOLKSWAGEN,2,6,South West,5,2967,2016,2185,174,0.138,0.039,,,0.949159557
1874,VAUXHALL,2,14,South West,5,1248,2016,1237,100,0.042,0.03,,,0.000466341
2145,FORD,2,14,South West,5,1997,2016,1474,105,0.328,0.068,,,0.986715427
3745,VAUXHALL,1,14,South West,1,1398,2016,1199,137,0.645,0.008,,0.044,0.326941208
2134,BMW,2,14,South West,5,1496,2016,1425,103,0.086,0.025,,,0.781070755
2326,VOLKSWAGEN,1,14,London,2,1197,2016,1139,109,0.199,0.018,,0.035,0.177021503
553,VAUXHALL,1,14,South West,1,1598,2002,1670,171,0.219,0.026,,0.037,0.032674817
3287,BMW,2,2,London,2,2993,2016,1975,142,0.067,0.046,,,0.239248731
3090,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.435980275
2847,FORD,1,14,North West,2,1242,2016,1095,122,0.518,0.027,,0.051,0.081479929
3349,VOLKSWAGEN,2,96,London,5,1968,2016,1554,136,0.136,0.036,,,0.98831624
2185,VAUXHALL,1,14,South West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.310635801
1357,BMW,1,4,North West,1,1499,2016,1570,139,0.145,0.012,,0.02,0.920232005
3017,VOLKSWAGEN,1,14,North West,1,1395,2016,1271,116,0.154,0.029,,0.044,0.390655319
516,VAUXHALL,1,14,London,1,1598,2002,1670,171,0.219,0.026,,0.037,0.260597852
3133,VOLKSWAGEN,2,96,North West,5,1968,2016,1492,125,0.079,0.063,,,0.677987142
75,FORD,1,14,North West,1,1596,2002,1167,165,0.518,0.059,,0.115,0.602012319
2575,VAUXHALL,2,14,South West,5,1598,2016,1350,97,0.243,0.029,,,0.267869081
1854,VAUXHALL,2,96,South West,5,1598,2016,1923,145,0.316,0.041,,,0.641644709
1664,VAUXHALL,1,14,North West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.673954854
2758,FORD,2,14,North West,1,1997,2016,1681,122,0.145,0.059,0.001,,0.697210266
3103,VAUXHALL,2,14,North West,1,1598,2016,1449,114,0.163,0.048,,,0.7572029
1153,VOLKSWAGEN,2,14,South West,1,1896,2002,1393,140,0.081,0.376,0.029,,0.372468759
158,VOLKSWAGEN,1,13,South West,2,1984,2002,1327,209,0.24,0.025,,0.065,0.267606113
566,VAUXHALL,1,14,London,1,1199,2002,1455,149,0.253,0.029,,0.054,0.506375601
287,VAUXHALL,1,96,North West,1,1598,2002,1970,190,0.219,0.026,,0.037,0.695293724
3186,VOLKSWAGEN,1,14,North West,2,1395,2016,1247,120,0.158,0.034,,0.028,0.936862747
2666,VOLKSWAGEN,1,14,London,1,1197,2016,1107,107,0.157,0.039,,0.022,0.514293465
3144,BMW,1,2,North West,1,1998,2016,1505,138,0.213,0.022,,0.053,0.725315051
2546,BMW,2,2,London,5,1995,2016,1495,102,0.157,0.034,,,0.254653897
2256,BMW,2,5,South West,5,1995,2016,1595,119,0.147,0.037,,,0.44078822
3568,VOLKSWAGEN,2,14,South West,5,1598,2016,1321,99,0.167,0.069,,,0.163671107
713,BMW,1,4,North West,1,2494,2002,1615,230,0.494,0.017,,0.079,0.159259144
1995,FORD,1,14,London,2,1498,2016,1645,143,0.913,0.058,0.002,0.054,0.764114814
3508,VAUXHALL,1,13,South West,1,1398,2016,1141,121,0.598,0.026,,0.042,0.418782477
3015,FORD,2,14,South West,5,1499,2016,1421,99,0.294,0.039,,,0.187283645
3433,VAUXHALL,1,14,North West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.936820253
2563,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.163241326
3366,VOLKSWAGEN,2,6,South West,5,1968,2016,1590,110,0.299,0.068,,,0.411187561
2767,VAUXHALL,2,14,North West,5,1598,2016,1350,103,0.17,0.032,0.001,,0.260260036
725,VOLKSWAGEN,1,13,London,2,1390,2002,1143,154,0.165,0.047,,0.075,0.716958386
1943,BMW,2,6,London,1,1995,2016,2115,148,0.09,0.046,,,0.93157326
3521,FORD,2,14,South West,5,1997,2016,1681,122,0.145,0.059,0.001,,0.067284563
2108,BMW,1,5,North West,1,1998,2016,1570,134,0.151,0.025,,0.04,0.20765468
1462,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.595819632
2618,VOLKSWAGEN,1,14,London,1,1197,2016,1139,109,0.199,0.018,,0.035,0.658416004
1580,VOLKSWAGEN,2,6,South West,5,1968,2016,1581,120,0.081,0.058,,,0.082828793
1380,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.978295399
391,FORD,2,14,South West,1,1399,2002,1166,121,0.154,0.423,0.036,,0.338031362
785,VOLKSWAGEN,2,14,London,2,1896,2002,1379,138,0.073,0.33,0.025,,0.682168465
3387,VOLKSWAGEN,1,14,South West,5,1984,2016,1486,165,0.522,0.05,,0.053,0.490766547
2314,VAUXHALL,1,14,London,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.303643264
1707,VOLKSWAGEN,2,5,North West,1,1968,2016,1375,109,0.212,0.049,,,0.380706737
2212,VOLKSWAGEN,1,14,South West,1,1984,2016,1373,139,0.341,0.056,,0.053,0.918924648
618,VOLKSWAGEN,1,14,South West,1,1984,2002,1332,192,0.245,0.02,,0.014,0.374207596
895,BMW,2,6,South West,2,1995,2002,1580,153,0.101,0.377,0.037,,0.341334073
2309,VOLKSWAGEN,2,14,North West,1,1968,2016,1394,119,0.079,0.063,,,0.964474411
1587,VAUXHALL,2,14,South West,5,1248,2016,1225,85,0.141,0.063,,,0.028725848
2624,TOYOTA,8,14,London,1,1798,2016,1470,76,0.131,0.016,,0.033,0.537749033
500,VAUXHALL,2,6,South West,2,2172,2002,2450,235,0.311,0.652,0.051,,0.370682785
3394,FORD,1,14,North West,1,1498,2016,1380,127,0.471,0.018,0.001,0.057,0.342516628
1106,FORD,2,14,South West,2,1753,2002,1288,145,0.347,0.489,0.044,0.042,0.337461332
1518,FORD,2,14,South West,5,1499,2016,1399,98,0.354,0.074,,,0.500016723
2359,BMW,2,5,London,1,1995,2016,1575,114,0.128,0.023,,,0.458296036
972,FORD,2,14,London,1,1998,2002,1506,156,0.204,0.443,0.026,,0.774971028
3176,VAUXHALL,2,14,North West,5,1598,2016,1449,106,0.081,0.042,0.003,,0.444750448
2922,FORD,2,6,South West,5,1997,2016,1661,109,0.183,0.046,,,0.736509007
540,VOLKSWAGEN,1,13,London,2,1390,2002,1031,149,0.217,0.04,,0.071,0.133641583
1799,VAUXHALL,1,14,North West,2,1598,2016,1355,159,0.809,0.012,,0.051,0.511181937
670,VOLKSWAGEN,1,13,North West,1,1595,2002,1285,185,0.53,0.031,,0.055,0.545815003
3600,VOLKSWAGEN,2,2,South West,1,1968,2016,1448,119,0.143,0.036,,,0.58213017
1057,VAUXHALL,2,96,London,1,1995,2002,2075,175,0.434,0.428,0.034,,0.227162584
3731,VAUXHALL,2,14,South West,5,1598,2016,1462,134,0.058,0.054,,,0.188234693
3062,TOYOTA,8,14,London,1,1798,2016,1460,89,0.258,0.005,,0.058,0.445611233
1881,VAUXHALL,1,96,South West,5,1398,2016,1361,140,0.695,0.028,,0.05,0.543729297
1257,VAUXHALL,1,96,North West,1,1796,2002,2000,219,0.486,0.013,,0.037,0.255698195
711,TOYOTA,1,13,North West,2,998,2002,1040,137,0.43,0.03,,0.12,0.039180153
1539,BMW,2,14,South West,5,1995,2016,1450,99,0.169,0.029,,,0.563337949
3643,FORD,1,14,North West,1,999,2016,1382,125,0.451,0.036,0.001,0.072,0.155865357
928,TOYOTA,1,14,London,4,1398,2002,1280,159,0.47,0.02,,0.07,0.17849654
2098,VAUXHALL,1,14,North West,1,1398,2016,1163,118,0.463,0.01,,0.031,0.625863625
2583,VAUXHALL,2,96,London,5,1598,2016,1701,109,0.295,0.053,,,0.749401614
241,FORD,2,6,South West,1,1753,2002,1295,145,0.109,0.489,0.044,0.018,0.292644223
2296,VOLKSWAGEN,1,6,South West,1,1395,2016,1322,123,0.158,0.034,,0.028,0.240859575
2572,TOYOTA,8,96,London,5,1798,2016,1605,96,0.1,0.006,,0.013,0.204538651
3350,TOYOTA,8,14,South West,5,1798,2016,1470,82,0.182,0.005,,0.036,0.36265407
1805,VOLKSWAGEN,2,1,North West,5,1968,2016,1990,224,0.202,0.214,,,0.264123708
1039,VAUXHALL,2,14,North West,2,1686,2002,1745,130,0.101,0.429,0.031,,0.417024113
2742,FORD,1,14,North West,1,998,2016,1364,125,0.428,0.037,0.001,0.053,0.235177807
1140,TOYOTA,1,6,South West,1,1998,2002,1495,224,0.73,0.03,,0.1,0.920744936
1863,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.185637724
2932,VAUXHALL,1,13,North West,1,1598,2016,1278,174,0.519,0.026,,0.034,0.782023807
3355,BMW,2,5,South West,5,1995,2016,1595,111,0.147,0.037,,,0.933131948
1316,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.791651092
2119,BMW,2,14,South West,5,1995,2016,1465,114,0.101,0.019,,,0.669451784
3244,FORD,1,14,North West,1,998,2016,1177,99,0.355,0.041,0.001,0.067,0.382598114
568,VOLKSWAGEN,1,14,South West,1,1390,2002,1216,180,0.096,0.064,,0.092,0.303185409
2698,FORD,1,14,London,5,1498,2016,1377,149,0.297,0.037,,0.034,0.774208883
2347,BMW,2,6,London,1,1995,2016,1820,136,0.144,0.035,,,0.93570935
1362,BMW,2,5,London,1,1995,2016,1485,107,0.101,0.019,,,0.300036007
1988,FORD,1,14,London,2,998,2016,1168,114,0.206,0.034,,0.05,0.745840859
1520,FORD,1,14,North West,2,998,2016,1177,99,0.355,0.041,0.001,0.067,0.659668167
1341,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.864647207
2717,TOYOTA,8,14,London,1,1798,2016,1470,70,0.131,0.016,,0.033,0.261522788
1030,VAUXHALL,1,13,London,2,1199,2002,1430,154,0.211,0.031,,0.052,0.27699208
1415,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.343976378
3454,BMW,2,6,South West,5,1995,2016,1585,111,0.148,0.03,,,0.20464736
1844,VAUXHALL,1,14,London,1,1398,2016,1199,137,0.645,0.008,,0.044,0.93994508
3574,VAUXHALL,1,14,South West,5,1364,2016,1409,149,0.699,0.008,,0.044,0.640953418
837,BMW,1,2,North West,1,1995,2002,1425,196,0.811,0.053,,0.12,0.169496366
810,FORD,1,13,North West,1,1988,2002,1283,218,0.148,0.061,,0.051,0.979786067
3726,TOYOTA,8,14,South West,2,1497,2016,1176,75,0.196,0.006,,0.043,0.123633647
2037,FORD,2,13,South West,5,1499,2016,1159,94,0.351,0.051,,,0.591222168
3286,VAUXHALL,2,96,South West,1,1598,2016,2158,145,0.317,0.041,0.001,,0.83325443
2316,VAUXHALL,2,6,South West,5,1598,2016,1664,104,0.056,0.054,,,0.150287692
3295,FORD,2,14,London,1,1997,2016,1788,134,0.351,0.065,0.002,,0.54654761
2535,FORD,2,96,London,5,1499,2016,1564,113,0.459,0.054,,,0.675195892
218,TOYOTA,1,6,London,2,1998,2002,0,224,,0.03,1.495,0.1,0.755391399
3770,BMW,1,6,London,1,1998,2016,1615,143,0.403,0.018,,0.065,0.960338234
867,TOYOTA,1,3,North West,1,1299,2002,0,144,0.088,,,,0.223988865
2507,VAUXHALL,2,14,London,5,1598,2016,1462,134,0.058,0.054,,,0.981294422
2958,FORD,1,96,North West,5,999,2016,1555,119,0.473,0.035,0.003,0.056,0.167149739
1791,VAUXHALL,1,14,South West,1,1399,2016,1234,128,0.507,0.012,,0.021,0.7671599
3210,TOYOTA,1,14,North West,2,998,2016,925,95,0.59,0.008,,0.033,0.644674943
455,VAUXHALL,1,14,South West,1,1796,2002,1700,190,0.627,0.008,,0.035,0.47693936
3502,BMW,2,6,South West,1,1995,2016,1810,123,0.144,0.031,,,0.481783105
1082,VAUXHALL,1,13,London,2,973,2002,1405,135,0.342,0.048,,0.06,0.50650233
1386,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.171454809
1194,VAUXHALL,1,13,North West,1,973,2002,1405,135,0.342,0.048,,0.06,0.649057419
1566,BMW,2,6,London,2,2993,2016,1770,151,0.341,0.053,,,0.037046697
3558,TOYOTA,1,96,South West,5,1598,2016,1545,154,0.443,0.013,,0.041,0.141613849
3314,VOLKSWAGEN,2,96,London,5,1968,2016,1843,136,0.052,0.06,,,0.194273792
1303,FORD,1,14,North West,1,1498,2016,1756,171,0.559,0.04,0.004,0.045,0.582287383
26,FORD,2,14,North West,2,1399,2002,1166,121,0.154,0.423,0.036,,0.805691287
273,FORD,1,14,London,1,1798,2002,1396,187,0.375,0.091,,0.077,0.934922782
2610,BMW,2,6,London,5,1496,2016,1545,108,0.098,0.053,,,0.774941271
3614,BMW,2,14,South West,1,1496,2016,1395,103,0.172,0.028,,,0.983925307
2189,VAUXHALL,2,6,South West,5,1598,2016,1393,104,0.17,0.032,0.001,,0.721809491
816,TOYOTA,1,6,North West,1,1998,2002,1405,211,0.61,0.04,,0.07,0.838090694
144,TOYOTA,1,14,South West,1,1598,2002,1290,168,0.55,0.03,,0.06,0.792176383
3081,BMW,2,14,South West,5,1496,2016,1395,89,0.119,0.037,,,0.903583724
704,VOLKSWAGEN,1,13,North West,1,1198,2002,1104,142,0.474,0.015,,0.032,0.344385287
2070,VOLKSWAGEN,2,6,South West,5,1598,2016,1485,107,0.243,0.039,,,0.360466457
3776,VAUXHALL,1,14,South West,5,1399,2016,1278,128,0.632,0.01,0.002,0.039,0.111025953
650,FORD,2,6,North West,1,1998,2002,1547,159,0.076,0.43,0.044,,0.845270681
293,VOLKSWAGEN,1,14,London,1,1598,2002,1304,168,0.504,0.047,,0.083,0.550747144
1167,FORD,1,14,South West,2,1388,2002,1097,153,0.562,0.026,,0.08,0.641985288
1445,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.668446993
2502,VAUXHALL,1,14,South West,1,999,2016,1263,102,0.328,0.026,0.002,0.028,0.075516139
2436,FORD,2,14,London,1,1997,2016,1561,119,0.145,0.052,,,0.065837257
3357,VOLKSWAGEN,2,2,South West,5,1968,2016,1549,119,0.081,0.058,,,0.961191107
1128,TOYOTA,1,14,South West,2,1598,2002,1330,190,0.45,0.02,,0.05,0.707649646
3765,VOLKSWAGEN,2,6,South West,2,1968,2016,1676,140,0.086,0.051,,,0.700196854
3571,VAUXHALL,2,14,South West,2,1598,2016,1350,103,0.17,0.032,0.001,,0.402358831
2688,BMW,2,14,London,2,1496,2016,1395,103,0.172,0.028,,,0.272985695
359,FORD,1,14,South West,2,1596,2002,1248,165,0.518,0.059,,,0.26620068
2761,VAUXHALL,2,14,North West,1,1598,2016,1449,106,0.081,0.042,0.003,,0.34464674
1125,FORD,1,14,South West,1,1596,2002,1108,157,0.535,0.029,,0.054,0.330411078
1952,VAUXHALL,1,96,London,5,1364,2016,1613,168,0.435,0.014,,0.033,0.819998787
3659,VOLKSWAGEN,8,14,South West,2,1395,2016,1599,39,0.056,0.009,,0.008,0.608035153
1448,VAUXHALL,1,14,South West,5,1398,2016,1163,118,0.463,0.01,,0.031,0.697838628
2052,FORD,1,14,South West,5,998,2016,1177,99,0.355,0.041,0.001,0.067,0.004252016
419,FORD,1,14,South West,1,1242,2002,1017,161,0.296,0.061,,0.054,0.927812458
1214,FORD,1,13,North West,2,1299,2002,965,154,0.395,0.103,,0.061,0.674334593
559,FORD,1,14,South West,1,1988,2002,0,207,0.679,,,,0.811899808
840,BMW,1,6,London,1,2494,2002,1570,232,0.255,0.013,,0.086,0.487684481
1206,FORD,1,6,South West,1,1596,2002,1180,163,0.518,0.059,,0.115,0.077425821
79,FORD,1,13,South West,2,1299,2002,965,154,0.395,0.103,,0.061,0.303202109
1289,VAUXHALL,1,96,South West,2,1598,2002,1970,190,0.219,0.026,,0.037,0.549433432
3505,BMW,2,14,South West,2,1496,2016,1395,103,0.172,0.028,,,0.422659329
1797,FORD,2,14,North West,1,1499,2016,1398,115,0.463,0.039,,,0.923424865
3128,VOLKSWAGEN,2,6,North West,1,1968,2016,1503,110,0.137,0.067,,,0.935680742
907,BMW,2,6,London,1,2926,2002,2170,259,0.087,0.637,0.083,,0.52517306
